"iso_code3","year","grade","mlevel2_m","rlevel2_m","category","Location","Sex","Wealth","rlevel2_no","mlevel2_no","survey"
"LSO",2018,6,0.135818436719926,0.911151014803476,"Location & Sex & Wealth","Urban","Female","2",10,10,"MICS6"
"LSO",2018,6,0,1,"Location & Sex & Wealth","Urban","Female","3",3,3,"MICS6"
"LSO",2018,6,0.150557160692642,0.827514405542121,"Location & Sex & Wealth","Urban","Female","4",14,14,"MICS6"
"LSO",2018,6,0.0618113714264355,0.985225991092199,"Location & Sex & Wealth","Urban","Female","5",24,24,"MICS6"
"LSO",2018,6,0.0611428353220244,0.435620778620576,"Location & Sex & Wealth","Rural","Male","1",80,80,"MICS6"
"LSO",2018,6,0.365490302801009,0.662285795732368,"Location & Sex & Wealth","Rural","Male","2",47,47,"MICS6"
"LSO",2018,6,0.105752433401559,0.504969491859022,"Location & Sex & Wealth","Rural","Male","3",32,32,"MICS6"
"LSO",2018,6,0.514603994719767,0.496041949741335,"Location & Sex & Wealth","Rural","Male","4",26,26,"MICS6"
"LSO",2018,6,0,0.637681006172192,"Location & Sex & Wealth","Rural","Male","5",10,10,"MICS6"
"LSO",2018,6,0.0911448899965084,0.462054887246069,"Location & Sex & Wealth","Rural","Female","1",66,66,"MICS6"
"LSO",2018,6,0.245104930238986,0.8484002111251,"Location & Sex & Wealth","Rural","Female","2",37,37,"MICS6"
"LSO",2018,6,0.122801896604217,0.814542806912966,"Location & Sex & Wealth","Rural","Female","3",33,33,"MICS6"
"LSO",2018,6,0.313003906356593,0.667377465437175,"Location & Sex & Wealth","Rural","Female","4",24,24,"MICS6"
"LSO",2018,6,1,1,"Location & Sex & Wealth","Rural","Female","5",3,3,"MICS6"
"MDG",2018,3,0,0.196114646867499,"Location & Sex & Wealth","Urban","Male","1",20,20,"MICS6"
"MDG",2018,3,0,0.379957859370116,"Location & Sex & Wealth","Urban","Male","2",13,13,"MICS6"
"MDG",2018,3,0,0.0725395053298115,"Location & Sex & Wealth","Urban","Male","3",23,23,"MICS6"
"MDG",2018,3,0.0645869266188114,0.214298370696225,"Location & Sex & Wealth","Urban","Male","4",35,35,"MICS6"
"MDG",2018,3,0.0935245236585823,0.282910648144722,"Location & Sex & Wealth","Urban","Male","5",69,69,"MICS6"
"MDG",2018,3,0,0,"Location & Sex & Wealth","Urban","Female","1",21,21,"MICS6"
"MDG",2018,3,0,0.201691544510016,"Location & Sex & Wealth","Urban","Female","2",17,17,"MICS6"
"MDG",2018,3,0.0301204916973028,0.0581545164437627,"Location & Sex & Wealth","Urban","Female","3",27,27,"MICS6"
"MDG",2018,3,0.00563125969949,0.335109347085713,"Location & Sex & Wealth","Urban","Female","4",38,38,"MICS6"
"MDG",2018,3,0.219848074297938,0.517764438875118,"Location & Sex & Wealth","Urban","Female","5",59,59,"MICS6"
"MDG",2018,3,0.0322327526395046,0.134308940340981,"Location & Sex & Wealth","Rural","Male","1",91,91,"MICS6"
"MDG",2018,3,0.0242217958607587,0.12810088821492,"Location & Sex & Wealth","Rural","Male","2",135,135,"MICS6"
"MDG",2018,3,0.0215080597778873,0.187655669612461,"Location & Sex & Wealth","Rural","Male","3",123,123,"MICS6"
"MDG",2018,3,0.0516815813261862,0.0850722213923816,"Location & Sex & Wealth","Rural","Male","4",93,93,"MICS6"
"MDG",2018,3,0,0.458465258363657,"Location & Sex & Wealth","Rural","Male","5",14,14,"MICS6"
"MDG",2018,3,0.0187231585315624,0.0708250702119465,"Location & Sex & Wealth","Rural","Female","1",116,116,"MICS6"
"MDG",2018,3,0.0119913760012885,0.132536813020872,"Location & Sex & Wealth","Rural","Female","2",144,144,"MICS6"
"MDG",2018,3,0.00509793524120392,0.117851917298947,"Location & Sex & Wealth","Rural","Female","3",114,114,"MICS6"
"MDG",2018,3,0.110021028468521,0.239660662347047,"Location & Sex & Wealth","Rural","Female","4",80,80,"MICS6"
"MDG",2018,3,0.454696819505338,0.638446843174394,"Location & Sex & Wealth","Rural","Female","5",22,22,"MICS6"
"MDG",2018,6,0,0.759789311401118,"Location & Sex & Wealth","Urban","Male","1",2,2,"MICS6"
"MDG",2018,6,0.758837911692795,0.758837911692795,"Location & Sex & Wealth","Urban","Male","2",5,5,"MICS6"
"MDG",2018,6,0.166351098791044,1,"Location & Sex & Wealth","Urban","Male","3",5,5,"MICS6"
"MDG",2018,6,0.0900536624189674,0.730605421479586,"Location & Sex & Wealth","Urban","Male","4",16,16,"MICS6"
"MDG",2018,6,0.188741269313408,0.894252636261342,"Location & Sex & Wealth","Urban","Male","5",41,41,"MICS6"
"MDG",2018,6,,,"Location & Sex & Wealth","Urban","Female","1",6,6,"MICS6"
"MDG",2018,6,0.641092180723672,1,"Location & Sex & Wealth","Urban","Female","2",8,8,"MICS6"
"MDG",2018,6,0,0,"Location & Sex & Wealth","Urban","Female","3",2,2,"MICS6"
"MDG",2018,6,0.0462654163806597,0.809016501437043,"Location & Sex & Wealth","Urban","Female","4",17,17,"MICS6"
"MDG",2018,6,0.146477419889323,0.889240545426811,"Location & Sex & Wealth","Urban","Female","5",56,56,"MICS6"
"MDG",2018,6,0,0.114646513934244,"Location & Sex & Wealth","Rural","Male","1",13,13,"MICS6"
"MDG",2018,6,0.0790189836186879,0.11612884274437,"Location & Sex & Wealth","Rural","Male","2",20,20,"MICS6"
"MDG",2018,6,0.292829687081305,0.717690658485914,"Location & Sex & Wealth","Rural","Male","3",42,42,"MICS6"
"MDG",2018,6,0.0979994018800664,0.676297796583816,"Location & Sex & Wealth","Rural","Male","4",50,50,"MICS6"
"MDG",2018,6,0.723181692034389,0.846191679239253,"Location & Sex & Wealth","Rural","Male","5",17,17,"MICS6"
"MDG",2018,6,0,0.473967063872223,"Location & Sex & Wealth","Rural","Female","1",14,14,"MICS6"
"MDG",2018,6,0.20790524611836,0.661136108082493,"Location & Sex & Wealth","Rural","Female","2",25,25,"MICS6"
"MDG",2018,6,0.42525966566803,0.271233968476648,"Location & Sex & Wealth","Rural","Female","3",39,39,"MICS6"
"MDG",2018,6,0.12497905465295,0.578504447957932,"Location & Sex & Wealth","Rural","Female","4",48,48,"MICS6"
"MDG",2018,6,0.248645535192881,0.398169500957445,"Location & Sex & Wealth","Rural","Female","5",13,13,"MICS6"
"MKD",2018,3,0.589501703788067,0.779859900583259,"Location & Sex & Wealth","Urban","Male","1",4,4,"MICS6"
"MKD",2018,3,0.558526629389918,0.300727810182859,"Location & Sex & Wealth","Urban","Male","2",7,7,"MICS6"
"MKD",2018,3,0.29193323908756,0.418403594986915,"Location & Sex & Wealth","Urban","Male","3",10,10,"MICS6"
"MKD",2018,3,0.554165550097762,0.600585605425532,"Location & Sex & Wealth","Urban","Male","4",9,9,"MICS6"
"MKD",2018,3,0.886101890524849,1,"Location & Sex & Wealth","Urban","Male","5",5,5,"MICS6"
"MKD",2018,3,0.184155768623907,0.184155768623907,"Location & Sex & Wealth","Urban","Female","1",3,3,"MICS6"
"MKD",2018,3,0,1,"Location & Sex & Wealth","Urban","Female","2",1,1,"MICS6"
"MKD",2018,3,0.246098034057234,0.904851429260204,"Location & Sex & Wealth","Urban","Female","3",11,11,"MICS6"
"MKD",2018,3,0.831652969886325,0.326061802842769,"Location & Sex & Wealth","Urban","Female","4",8,8,"MICS6"
"MKD",2018,3,0.475128074783093,0.817171256786218,"Location & Sex & Wealth","Urban","Female","5",9,9,"MICS6"
"MKD",2018,3,0.198413361570966,0.42863085267491,"Location & Sex & Wealth","Rural","Male","1",21,21,"MICS6"
"MKD",2018,3,0.37976602125606,0.244039695470958,"Location & Sex & Wealth","Rural","Male","2",7,7,"MICS6"
"MKD",2018,3,0.375350859634226,0.69627285880266,"Location & Sex & Wealth","Rural","Male","3",3,3,"MICS6"
"MKD",2018,3,0.870596817086921,0.787545793530642,"Location & Sex & Wealth","Rural","Male","4",5,5,"MICS6"
"MKD",2018,3,1,0.615384615384615,"Location & Sex & Wealth","Rural","Male","5",2,2,"MICS6"
"MKD",2018,3,0.334598278706276,0.541563929737195,"Location & Sex & Wealth","Rural","Female","1",11,11,"MICS6"
"MKD",2018,3,0.348501248516353,0.514816059464695,"Location & Sex & Wealth","Rural","Female","2",15,15,"MICS6"
"MKD",2018,3,0.229288081289847,0.256253329657666,"Location & Sex & Wealth","Rural","Female","3",5,5,"MICS6"
"MKD",2018,3,0,1,"Location & Sex & Wealth","Rural","Female","4",1,1,"MICS6"
"MKD",2018,6,0.657828164649037,0.727815816980738,"Location & Sex & Wealth","Urban","Male","1",5,5,"MICS6"
"MKD",2018,6,0.453662697786608,0.564453549349103,"Location & Sex & Wealth","Urban","Male","2",6,6,"MICS6"
"MKD",2018,6,1,0.842153729272865,"Location & Sex & Wealth","Urban","Male","3",2,2,"MICS6"
"MKD",2018,6,0.823554906087903,1,"Location & Sex & Wealth","Urban","Male","4",7,7,"MICS6"
"MKD",2018,6,0.779391679809893,0,"Location & Sex & Wealth","Urban","Male","5",3,3,"MICS6"
"MKD",2018,6,0,0,"Location & Sex & Wealth","Urban","Female","1",2,2,"MICS6"
"MKD",2018,6,0,0,"Location & Sex & Wealth","Urban","Female","2",3,3,"MICS6"
"MKD",2018,6,0.96991651570839,1,"Location & Sex & Wealth","Urban","Female","3",4,4,"MICS6"
"MKD",2018,6,1,1,"Location & Sex & Wealth","Urban","Female","4",8,8,"MICS6"
"MKD",2018,6,0.464673589673595,1,"Location & Sex & Wealth","Urban","Female","5",6,6,"MICS6"
"MKD",2018,6,0.144631701246744,0.610697379309095,"Location & Sex & Wealth","Rural","Male","1",9,9,"MICS6"
"MKD",2018,6,0.585869780060976,0.770673308585961,"Location & Sex & Wealth","Rural","Male","2",13,13,"MICS6"
"MKD",2018,6,1,1,"Location & Sex & Wealth","Rural","Male","3",3,3,"MICS6"
"MKD",2018,6,0,1,"Location & Sex & Wealth","Rural","Male","4",1,1,"MICS6"
"MKD",2018,6,1,1,"Location & Sex & Wealth","Rural","Male","5",1,1,"MICS6"
"MKD",2018,6,0.4579109397771,0.716704374704068,"Location & Sex & Wealth","Rural","Female","1",7,7,"MICS6"
"MKD",2018,6,0.705857369004959,0.792608438943108,"Location & Sex & Wealth","Rural","Female","2",4,4,"MICS6"
"MKD",2018,6,0.436137061608403,1,"Location & Sex & Wealth","Rural","Female","3",6,6,"MICS6"
"MKD",2018,6,0.762916504295766,1,"Location & Sex & Wealth","Rural","Female","4",3,3,"MICS6"
"MKD",2018,6,1,1,"Location & Sex & Wealth","Rural","Female","5",2,2,"MICS6"
"MNG",2018,3,0.415646740327632,0.283109159431758,"Location & Sex & Wealth","Urban","Male","1",7,7,"MICS6"
"MNG",2018,3,0.408571374826417,0.591863244183859,"Location & Sex & Wealth","Urban","Male","2",51,51,"MICS6"
"MNG",2018,3,0.450687387133613,0.523866878183734,"Location & Sex & Wealth","Urban","Male","3",40,40,"MICS6"
"MNG",2018,3,0.355334372431615,0.501577944794428,"Location & Sex & Wealth","Urban","Male","4",38,38,"MICS6"
"MNG",2018,3,0.417165838300544,0.629742263985064,"Location & Sex & Wealth","Urban","Male","5",38,38,"MICS6"
"MNG",2018,3,0,0.158808440151647,"Location & Sex & Wealth","Urban","Female","1",3,3,"MICS6"
"MNG",2018,3,0.447730315286101,0.561761744111597,"Location & Sex & Wealth","Urban","Female","2",47,47,"MICS6"
"MNG",2018,3,0.338225807698203,0.470648427942305,"Location & Sex & Wealth","Urban","Female","3",38,38,"MICS6"
"MNG",2018,3,0.27998929075536,0.606672338983299,"Location & Sex & Wealth","Urban","Female","4",48,48,"MICS6"
"MNG",2018,3,0.293329261559649,0.608661140430069,"Location & Sex & Wealth","Urban","Female","5",34,34,"MICS6"
"MNG",2018,3,0.296073461466872,0.383875081325502,"Location & Sex & Wealth","Rural","Male","1",85,85,"MICS6"
"MNG",2018,3,0.418754345673561,0.382032062775873,"Location & Sex & Wealth","Rural","Male","2",35,35,"MICS6"
"MNG",2018,3,0.272204873267102,0.584163951435629,"Location & Sex & Wealth","Rural","Male","3",28,28,"MICS6"
"MNG",2018,3,0.349051326926076,0.730116725014465,"Location & Sex & Wealth","Rural","Male","4",28,28,"MICS6"
"MNG",2018,3,0.312859639104759,0.472206558063194,"Location & Sex & Wealth","Rural","Female","1",76,76,"MICS6"
"MNG",2018,3,0.264866191275526,0.495287248491134,"Location & Sex & Wealth","Rural","Female","2",20,20,"MICS6"
"MNG",2018,3,0.626594097690415,0.503483870504922,"Location & Sex & Wealth","Rural","Female","3",15,15,"MICS6"
"MNG",2018,3,0.489144312686913,0.435902888876039,"Location & Sex & Wealth","Rural","Female","4",19,19,"MICS6"
"MNG",2018,6,1,1,"Location & Sex & Wealth","Urban","Male","1",1,1,"MICS6"
"MNG",2018,6,0.468652177654833,0.793361326634484,"Location & Sex & Wealth","Urban","Male","2",35,35,"MICS6"
"MNG",2018,6,0.430112980431523,0.887875566294432,"Location & Sex & Wealth","Urban","Male","3",36,36,"MICS6"
"MNG",2018,6,0.402599383000882,0.5954740972309,"Location & Sex & Wealth","Urban","Male","4",34,34,"MICS6"
"MNG",2018,6,0.613584558927968,0.547443863705521,"Location & Sex & Wealth","Urban","Male","5",33,33,"MICS6"
"MNG",2018,6,0,1,"Location & Sex & Wealth","Urban","Female","1",1,1,"MICS6"
"MNG",2018,6,0.471054898770593,0.473322857809659,"Location & Sex & Wealth","Urban","Female","2",44,44,"MICS6"
"MNG",2018,6,0.391957127746504,0.752444802716782,"Location & Sex & Wealth","Urban","Female","3",38,38,"MICS6"
"MNG",2018,6,0.349608574762239,0.774114074335241,"Location & Sex & Wealth","Urban","Female","4",36,36,"MICS6"
"MNG",2018,6,0.379097661214079,0.729157004171539,"Location & Sex & Wealth","Urban","Female","5",48,48,"MICS6"
"MNG",2018,6,0.471535621518014,0.692765692036081,"Location & Sex & Wealth","Rural","Male","1",93,93,"MICS6"
"MNG",2018,6,0.700960290344125,0.77971919417815,"Location & Sex & Wealth","Rural","Male","2",28,28,"MICS6"
"MNG",2018,6,0.296750967288658,0.75519080165511,"Location & Sex & Wealth","Rural","Male","3",22,22,"MICS6"
"MNG",2018,6,0.866924362218294,0.471182957887718,"Location & Sex & Wealth","Rural","Male","4",11,11,"MICS6"
"MNG",2018,6,0.441022425683869,0.762260474291759,"Location & Sex & Wealth","Rural","Female","1",71,71,"MICS6"
"MNG",2018,6,0.311614998341096,0.549249471990682,"Location & Sex & Wealth","Rural","Female","2",31,31,"MICS6"
"MNG",2018,6,0.389360869113112,0.948604116199561,"Location & Sex & Wealth","Rural","Female","3",25,25,"MICS6"
"MNG",2018,6,0.506600238910089,0.691627756059031,"Location & Sex & Wealth","Rural","Female","4",10,10,"MICS6"
"NPL",2019,3,0.08125728102547,0.067513555141167,"Location & Sex & Wealth","Urban","Male","1",34,34,"MICS6"
"NPL",2019,3,0.263445213885809,0.238380543102319,"Location & Sex & Wealth","Urban","Male","2",38,38,"MICS6"
"NPL",2019,3,0.523516631555569,0.237054669573792,"Location & Sex & Wealth","Urban","Male","3",32,32,"MICS6"
"NPL",2019,3,0.395247741098057,0.325937065999127,"Location & Sex & Wealth","Urban","Male","4",43,43,"MICS6"
"NPL",2019,3,0.485105020414064,0.460593888379763,"Location & Sex & Wealth","Urban","Male","5",50,50,"MICS6"
"NPL",2019,3,0.013332045600752,0.180498652330824,"Location & Sex & Wealth","Urban","Female","1",31,31,"MICS6"
"NPL",2019,3,0.109718514069336,0.0803794024003171,"Location & Sex & Wealth","Urban","Female","2",26,26,"MICS6"
"NPL",2019,3,0.262757842557746,0.268549563086738,"Location & Sex & Wealth","Urban","Female","3",40,40,"MICS6"
"NPL",2019,3,0.274064876216195,0.364758142054053,"Location & Sex & Wealth","Urban","Female","4",45,45,"MICS6"
"NPL",2019,3,0.284975042530246,0.321463351212857,"Location & Sex & Wealth","Urban","Female","5",42,42,"MICS6"
"NPL",2019,3,0.101211210792389,0.122769944054638,"Location & Sex & Wealth","Rural","Male","1",67,67,"MICS6"
"NPL",2019,3,0.169106988970223,0.253311922467144,"Location & Sex & Wealth","Rural","Male","2",29,29,"MICS6"
"NPL",2019,3,0.167461943314729,0.224484428193734,"Location & Sex & Wealth","Rural","Male","3",26,26,"MICS6"
"NPL",2019,3,0.493570785358688,0.0164734722562536,"Location & Sex & Wealth","Rural","Male","4",10,10,"MICS6"
"NPL",2019,3,0,0,"Location & Sex & Wealth","Rural","Male","5",1,1,"MICS6"
"NPL",2019,3,0.00771414559253559,0.184918340425396,"Location & Sex & Wealth","Rural","Female","1",70,70,"MICS6"
"NPL",2019,3,0.0502934378000644,0.0762780182870491,"Location & Sex & Wealth","Rural","Female","2",34,34,"MICS6"
"NPL",2019,3,0.362931136469164,0.168602809492299,"Location & Sex & Wealth","Rural","Female","3",33,33,"MICS6"
"NPL",2019,3,0.250005724206412,0.171850453572314,"Location & Sex & Wealth","Rural","Female","4",12,12,"MICS6"
"NPL",2019,3,1,0,"Location & Sex & Wealth","Rural","Female","5",1,1,"MICS6"
"NPL",2019,6,0.211317928336576,0.248931599525325,"Location & Sex & Wealth","Urban","Male","1",25,25,"MICS6"
"NPL",2019,6,0.345215139673924,0.398497566570008,"Location & Sex & Wealth","Urban","Male","2",26,26,"MICS6"
"NPL",2019,6,0.4599364102765,0.379839480172932,"Location & Sex & Wealth","Urban","Male","3",37,37,"MICS6"
"NPL",2019,6,0.455163179551655,0.505860976267938,"Location & Sex & Wealth","Urban","Male","4",37,37,"MICS6"
"NPL",2019,6,0.677621556402964,0.785091395437967,"Location & Sex & Wealth","Urban","Male","5",25,25,"MICS6"
"NPL",2019,6,0.162546728911339,0.561996463842135,"Location & Sex & Wealth","Urban","Female","1",35,35,"MICS6"
"NPL",2019,6,0.567322066573491,0.625093299686807,"Location & Sex & Wealth","Urban","Female","2",35,35,"MICS6"
"NPL",2019,6,0.534988190142267,0.414303884151213,"Location & Sex & Wealth","Urban","Female","3",30,30,"MICS6"
"NPL",2019,6,0.563896713034305,0.748514119523101,"Location & Sex & Wealth","Urban","Female","4",32,32,"MICS6"
"NPL",2019,6,0.690395653541217,0.670007910253532,"Location & Sex & Wealth","Urban","Female","5",33,33,"MICS6"
"NPL",2019,6,0.365673560340417,0.470884814214518,"Location & Sex & Wealth","Rural","Male","1",53,53,"MICS6"
"NPL",2019,6,0.250560742849409,0.348022938544188,"Location & Sex & Wealth","Rural","Male","2",35,35,"MICS6"
"NPL",2019,6,0.440078931542264,0.614379910911619,"Location & Sex & Wealth","Rural","Male","3",19,19,"MICS6"
"NPL",2019,6,0.593217842399424,0.803008985648674,"Location & Sex & Wealth","Rural","Male","4",20,20,"MICS6"
"NPL",2019,6,0.210703362161639,0.443289079129585,"Location & Sex & Wealth","Rural","Female","1",71,71,"MICS6"
"NPL",2019,6,0.302130397628694,0.529858571125886,"Location & Sex & Wealth","Rural","Female","2",30,30,"MICS6"
"NPL",2019,6,0.35306828264642,0.547414396652637,"Location & Sex & Wealth","Rural","Female","3",30,30,"MICS6"
"NPL",2019,6,0.480735491859791,0.418706090586631,"Location & Sex & Wealth","Rural","Female","4",16,16,"MICS6"
"PSE",2019,3,0.137241304675697,0.06194039997888,"Location & Sex & Wealth","Urban","Male","1",23,23,"MICS6"
"PSE",2019,3,0.246760993010349,0.619800071610401,"Location & Sex & Wealth","Urban","Male","2",23,23,"MICS6"
"PSE",2019,3,0.343426361331832,0.452559712899807,"Location & Sex & Wealth","Urban","Male","3",29,29,"MICS6"
"PSE",2019,3,0.237412961981706,0.210913001208439,"Location & Sex & Wealth","Urban","Male","4",22,22,"MICS6"
"PSE",2019,3,0.578652230699153,0.399646993120739,"Location & Sex & Wealth","Urban","Male","5",35,35,"MICS6"
"PSE",2019,3,0.176809413049164,0.256842508224606,"Location & Sex & Wealth","Urban","Female","1",30,30,"MICS6"
"PSE",2019,3,0.0877911358448194,0.194314012222075,"Location & Sex & Wealth","Urban","Female","2",19,19,"MICS6"
"PSE",2019,3,0.223817234182629,0.300395174912885,"Location & Sex & Wealth","Urban","Female","3",27,27,"MICS6"
"PSE",2019,3,0.514911838242067,0.347198397916505,"Location & Sex & Wealth","Urban","Female","4",23,23,"MICS6"
"PSE",2019,3,0.325019458452708,0.465930095576839,"Location & Sex & Wealth","Urban","Female","5",33,33,"MICS6"
"PSE",2019,3,,,"Location & Sex & Wealth","Rural","Male","1",1,1,"MICS6"
"PSE",2019,3,0.273845142495076,0,"Location & Sex & Wealth","Rural","Male","2",3,3,"MICS6"
"PSE",2019,3,0.539147611113527,0.36532547176445,"Location & Sex & Wealth","Rural","Male","3",12,12,"MICS6"
"PSE",2019,3,0.367934489281244,0.238616795039027,"Location & Sex & Wealth","Rural","Male","4",15,15,"MICS6"
"PSE",2019,3,0.497432761470656,0.300779702799403,"Location & Sex & Wealth","Rural","Male","5",13,13,"MICS6"
"PSE",2019,3,0,0,"Location & Sex & Wealth","Rural","Female","1",1,1,"MICS6"
"PSE",2019,3,0.86115819680386,0,"Location & Sex & Wealth","Rural","Female","2",2,2,"MICS6"
"PSE",2019,3,0.535631481032279,0.328741462998382,"Location & Sex & Wealth","Rural","Female","3",12,12,"MICS6"
"PSE",2019,3,0.381427756895945,0.319825558137019,"Location & Sex & Wealth","Rural","Female","4",13,13,"MICS6"
"PSE",2019,3,0.430260946168138,0.695856691146335,"Location & Sex & Wealth","Rural","Female","5",10,10,"MICS6"
"PSE",2019,6,0.276155187638288,0.259988797262821,"Location & Sex & Wealth","Urban","Male","1",17,17,"MICS6"
"PSE",2019,6,0.338954162771119,0.63184846354072,"Location & Sex & Wealth","Urban","Male","2",24,24,"MICS6"
"PSE",2019,6,0.60082029531408,0.596629791536344,"Location & Sex & Wealth","Urban","Male","3",20,20,"MICS6"
"PSE",2019,6,0.563720295593845,0.481071546284293,"Location & Sex & Wealth","Urban","Male","4",28,28,"MICS6"
"PSE",2019,6,0.695200091485587,0.498103088715934,"Location & Sex & Wealth","Urban","Male","5",21,21,"MICS6"
"PSE",2019,6,0.29914142944481,0.865862487756387,"Location & Sex & Wealth","Urban","Female","1",28,28,"MICS6"
"PSE",2019,6,0.845562803944709,0.787332957197723,"Location & Sex & Wealth","Urban","Female","2",21,21,"MICS6"
"PSE",2019,6,0.665318621833915,0.707643153697047,"Location & Sex & Wealth","Urban","Female","3",18,18,"MICS6"
"PSE",2019,6,0.366466144338434,0.803178166416107,"Location & Sex & Wealth","Urban","Female","4",16,16,"MICS6"
"PSE",2019,6,0.555202884383065,0.620246969118701,"Location & Sex & Wealth","Urban","Female","5",24,24,"MICS6"
"PSE",2019,6,0,0.442156370120406,"Location & Sex & Wealth","Rural","Male","1",5,5,"MICS6"
"PSE",2019,6,0.340695396538402,0,"Location & Sex & Wealth","Rural","Male","2",5,5,"MICS6"
"PSE",2019,6,0.767380592774486,0.283156397822155,"Location & Sex & Wealth","Rural","Male","3",8,8,"MICS6"
"PSE",2019,6,0.304539823486086,0.354707853933934,"Location & Sex & Wealth","Rural","Male","4",14,14,"MICS6"
"PSE",2019,6,0.652820869064263,0.589395712964876,"Location & Sex & Wealth","Rural","Male","5",11,11,"MICS6"
"PSE",2019,6,0.714034447421612,0.714034447421612,"Location & Sex & Wealth","Rural","Female","1",2,2,"MICS6"
"PSE",2019,6,0.707460892808095,1,"Location & Sex & Wealth","Rural","Female","2",3,3,"MICS6"
"PSE",2019,6,0.73204391099006,0.753934563669889,"Location & Sex & Wealth","Rural","Female","3",8,8,"MICS6"
"PSE",2019,6,0.95306298202689,0.582403565707258,"Location & Sex & Wealth","Rural","Female","4",8,8,"MICS6"
"PSE",2019,6,0.0370494698202803,0.633345634150854,"Location & Sex & Wealth","Rural","Female","5",10,10,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Urban","Male","1",2,2,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Urban","Male","2",8,8,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Urban","Male","3",28,28,"MICS6"
"SLE",2017,3,0.0983105962633946,0.0533287860245455,"Location & Sex & Wealth","Urban","Male","4",71,71,"MICS6"
"SLE",2017,3,0.233575434986393,0.201553910548222,"Location & Sex & Wealth","Urban","Male","5",54,54,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Urban","Female","1",1,1,"MICS6"
"SLE",2017,3,0.0538270156962136,0,"Location & Sex & Wealth","Urban","Female","2",8,8,"MICS6"
"SLE",2017,3,0.0117423372103631,0.0299508205235709,"Location & Sex & Wealth","Urban","Female","3",46,46,"MICS6"
"SLE",2017,3,0.226661900565612,0.225467847180835,"Location & Sex & Wealth","Urban","Female","4",89,89,"MICS6"
"SLE",2017,3,0.133301793170057,0.154550527284183,"Location & Sex & Wealth","Urban","Female","5",97,97,"MICS6"
"SLE",2017,3,0.0423384966988365,0.00916149366535401,"Location & Sex & Wealth","Rural","Male","1",142,142,"MICS6"
"SLE",2017,3,0.0370627244570796,0.0372685476729765,"Location & Sex & Wealth","Rural","Male","2",139,139,"MICS6"
"SLE",2017,3,0.0627608582478545,0.00784357358744434,"Location & Sex & Wealth","Rural","Male","3",90,90,"MICS6"
"SLE",2017,3,0.0552562656018307,0.170987821565915,"Location & Sex & Wealth","Rural","Male","4",12,12,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Rural","Male","5",3,3,"MICS6"
"SLE",2017,3,0.0184400385395015,0.0450425491962796,"Location & Sex & Wealth","Rural","Female","1",145,145,"MICS6"
"SLE",2017,3,0.0230934208396472,0.0151779548115797,"Location & Sex & Wealth","Rural","Female","2",142,142,"MICS6"
"SLE",2017,3,0.0185242979438844,0.0411410749438535,"Location & Sex & Wealth","Rural","Female","3",104,104,"MICS6"
"SLE",2017,3,0,0,"Location & Sex & Wealth","Rural","Female","4",10,10,"MICS6"
"SLE",2017,3,0,0.179791406009718,"Location & Sex & Wealth","Rural","Female","5",3,3,"MICS6"
"SLE",2017,6,1,0.686964416138855,"Location & Sex & Wealth","Urban","Male","2",4,4,"MICS6"
"SLE",2017,6,0.318650811945079,0.326039275225492,"Location & Sex & Wealth","Urban","Male","3",29,29,"MICS6"
"SLE",2017,6,0.461802655805065,0.576665337791783,"Location & Sex & Wealth","Urban","Male","4",51,51,"MICS6"
"SLE",2017,6,0.274616097408086,0.46908132953698,"Location & Sex & Wealth","Urban","Male","5",66,66,"MICS6"
"SLE",2017,6,,,"Location & Sex & Wealth","Urban","Female","1",2,2,"MICS6"
"SLE",2017,6,0,0,"Location & Sex & Wealth","Urban","Female","2",2,2,"MICS6"
"SLE",2017,6,0.536401127751166,0.565467843608146,"Location & Sex & Wealth","Urban","Female","3",37,37,"MICS6"
"SLE",2017,6,0.337656161181518,0.435818798211708,"Location & Sex & Wealth","Urban","Female","4",56,56,"MICS6"
"SLE",2017,6,0.315354202368388,0.59232756012847,"Location & Sex & Wealth","Urban","Female","5",63,63,"MICS6"
"SLE",2017,6,0.27400980474334,0.20349481402591,"Location & Sex & Wealth","Rural","Male","1",54,54,"MICS6"
"SLE",2017,6,0.356596384442381,0.301827565440409,"Location & Sex & Wealth","Rural","Male","2",80,80,"MICS6"
"SLE",2017,6,0.395289895787883,0.435801306764432,"Location & Sex & Wealth","Rural","Male","3",54,54,"MICS6"
"SLE",2017,6,0.165051510799056,0.165051510799056,"Location & Sex & Wealth","Rural","Male","4",5,5,"MICS6"
"SLE",2017,6,1,1,"Location & Sex & Wealth","Rural","Male","5",2,2,"MICS6"
"SLE",2017,6,0.143927154919326,0.0565791858091555,"Location & Sex & Wealth","Rural","Female","1",55,55,"MICS6"
"SLE",2017,6,0.107142254925198,0.29704741874846,"Location & Sex & Wealth","Rural","Female","2",70,70,"MICS6"
"SLE",2017,6,0.120133274686931,0.428311302668418,"Location & Sex & Wealth","Rural","Female","3",49,49,"MICS6"
