"iso_code3","year","grade","level","survey","category","Language","Location","Sex","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"MNE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.8082,0.4887,0.1442,0.0536,0.0624,0.0364,63,40,12
"MNE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.7548,0.3743,0.1422,0.0624,0.0628,0.0417,80,40,18
"MNE",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9672,0.7097,0.3416,0.029,0.0781,0.0589,79,60,28
"MNE",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8693,0.5752,0.2282,0.0392,0.0586,0.0512,83,55,21
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9697,0.8056,0.4016,0.0092,0.021,0.0219,1426,1190,612
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9528,0.7492,0.3308,0.0116,0.0204,0.0202,1379,1108,506
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,1,0.9399,0.628,0,0.0687,0.1332,37,35,19
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9832,0.9086,0.5529,0.0387,0.09,0.1611,26,23,15
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9802,0.8754,0.3438,0.0243,0.0632,0.1717,39,35,19
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8167,0.657,0.2031,0.0898,0.1233,0.1271,31,25,8
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,1,0.8308,0.5538,,,,13,11,8
"NLD",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Male",,1,0.8857,0.3143,,,,7,6,3
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9764,0.8536,0.5437,0.0054,0.0116,0.0185,1924,1681,1108
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9594,0.798,0.4649,0.0078,0.0132,0.0182,1948,1645,974
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.9698,0.8255,0.4724,0.0163,0.0251,0.031,472,404,233
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9251,0.7486,0.3881,0.0124,0.027,0.0309,462,374,203
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9723,0.8535,0.3918,0.029,0.0596,0.1152,52,44,27
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8856,0.619,0.3351,0.0386,0.0731,0.0692,66,49,25
"NOR",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,0.9118,0.7935,0.3921,0.0631,0.0995,0.1461,12,11,6
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.7022,0.4264,0.1635,0.0179,0.0199,0.0141,1484,889,334
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.5882,0.3263,0.1266,0.0181,0.0174,0.0136,1117,608,233
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.5863,0.3522,0.1167,0.098,0.0759,0.0516,64,37,12
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.5085,0.2695,0.0885,0.0838,0.067,0.0404,58,29,9
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.6913,0.3606,0.1397,0.0585,0.0522,0.0424,78,38,19
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.4609,0.1988,0.0706,0.0472,0.0362,0.0266,80,36,11
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,0.5517,0.3795,0.0881,0.1784,0.1673,0.1289,5,4,1
"OMN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Male",,0.1915,0,0,0.1997,0,0,1,0,0
"POL",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9799,0.8894,0.5859,0.0067,0.0131,0.0203,1745,1587,1055
"POL",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9705,0.8396,0.4795,0.0077,0.0136,0.019,1801,1542,875
"POL",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.9832,0.8587,0.5057,0.0189,0.0451,0.055,158,147,89
"POL",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9627,0.7974,0.4279,0.0191,0.0447,0.0648,182,158,94
"POL",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.6119,0.274,0.0952,0.2113,0.1616,0.1018,7,4,1
"PRT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9554,0.7639,0.3552,0.0053,0.0133,0.0139,2703,2177,1020
"PRT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9313,0.7387,0.3578,0.0087,0.0132,0.0178,2819,2214,1115
"PRT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,1,0.6667,0.4,0,0,0.256,6,4,3
"PRT",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9427,0.7743,0.3036,0.0367,0.083,0.0961,41,30,11
"PRT",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.7719,0.4705,0.224,0.0996,0.0968,0.0797,31,17,8
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.8519,0.6208,0.2929,0.0115,0.0213,0.0199,2129,1541,752
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.7898,0.5588,0.2737,0.02,0.0241,0.021,1655,1205,582
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.8588,0.6,0.1882,0.0846,0.1326,0.07,14,10,4
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.8878,0.5495,0.1495,0.0766,0.0901,0.0796,46,27,8
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.6818,0.3436,0.1566,0.0568,0.0518,0.0406,103,54,24
"QAT",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.7348,0.4648,0.1687,0.0369,0.0469,0.0352,214,134,54
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9946,0.9361,0.7205,0.0023,0.0096,0.0199,2153,2034,1560
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9876,0.9062,0.6432,0.0039,0.0179,0.023,2163,2013,1443
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.9571,0.7977,0.4236,0.0148,0.0438,0.0509,313,274,152
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9542,0.7815,0.4153,0.02,0.0454,0.0434,345,290,152
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.8532,0.6245,0.3342,0.1369,0.1821,0.154,8,6,4
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,1,0.8389,0.2798,0,0.122,0.1728,19,18,4
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,0.9872,0.7948,0.3435,0.0394,0.1549,0.1846,12,9,4
"RUS",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Male",,0.9232,0.6384,0.2336,0.0692,0.1388,0.134,34,26,7
"SAU",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.7786,0.4916,0.1624,0.0222,0.0282,0.0151,1605,1017,366
"SAU",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.6549,0.3412,0.0824,0.026,0.0239,0.01,1424,795,222
"SAU",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,1,0.887,0.4348,,,,23,21,9
"SAU",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.635,0.3682,0.0767,0.0776,0.0716,0.0394,68,37,12
"SAU",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.4248,0.2094,0.0592,0.0943,0.0698,0.0431,59,24,8
"SGP",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.981,0.9255,0.7529,0.0042,0.0076,0.016,3089,2879,2344
"SGP",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9589,0.8813,0.6862,0.0057,0.0107,0.0183,3106,2841,2213
"SGP",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.8879,0.7616,0.5484,0.0386,0.0592,0.0818,62,50,37
"SGP",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8439,0.7054,0.4614,0.0451,0.0497,0.0637,122,102,60
"SRB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9477,0.7605,0.3565,0.0107,0.0195,0.0185,1850,1567,802
"SRB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9263,0.7127,0.3161,0.011,0.0197,0.0197,1929,1527,726
"SRB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.8604,0.694,0.3835,0.1693,0.1861,0.2106,6,6,4
"SRB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8354,0.4951,0.2289,0.148,0.208,0.2021,8,4,2
"SVK",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.959,0.8342,0.4555,0.0075,0.0129,0.0198,2183,1908,1102
"SVK",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9469,0.7945,0.4225,0.0084,0.0152,0.0235,2044,1712,958
"SVK",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.5391,0.3238,0.1272,0.074,0.0652,0.0537,56,26,11
"SVK",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.5912,0.366,0.1548,0.0813,0.0768,0.0609,67,39,16
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9669,0.8077,0.3948,0.005,0.013,0.017,1862,1561,782
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9329,0.7154,0.325,0.0094,0.0158,0.0145,1880,1460,654
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.9295,0.836,0.4104,0.0742,0.125,0.1611,20,18,9
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9368,0.6274,0.3039,0.0586,0.1458,0.205,16,11,4
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.8464,0.523,0.0917,0.0551,0.0938,0.0477,55,31,8
"SVN",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.8087,0.486,0.1259,0.052,0.0641,0.0369,84,51,12
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.971,0.8467,0.558,0.0071,0.0152,0.0163,1824,1607,1062
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9484,0.8024,0.4997,0.0067,0.0152,0.0187,1775,1536,964
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.9513,0.8724,0.5381,0.0238,0.0317,0.0569,182,164,102
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9422,0.7098,0.4034,0.0246,0.0472,0.0568,169,131,75
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9516,0.6956,0.326,0.0674,0.0941,0.0922,40,31,14
"SWE",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.7965,0.6469,0.2875,0.0676,0.0674,0.0665,59,49,20
"TUR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9001,0.6815,0.3333,0.0112,0.0172,0.0181,2579,2012,1019
"TUR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.8578,0.6113,0.2707,0.0131,0.0194,0.0133,2511,1856,825
"TUR",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.6222,0.3111,0.0667,,,,6,2,1
"TUR",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.5073,0.2341,0.0732,0.1168,0.0904,0.0377,30,13,5
"TUR",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.4847,0.2843,0.065,0.0883,0.0634,0.0334,46,26,10
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.9543,0.8195,0.5332,0.0177,0.0342,0.0385,587,517,341
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.9438,0.816,0.5363,0.02,0.0392,0.0402,601,520,359
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,1,0.8852,0.4635,0,0.0713,0.1081,40,35,19
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.9594,0.7238,0.4079,0.03,0.0646,0.0878,47,36,20
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.9036,0.6569,0.3304,0.1584,0.2247,0.2635,6,4,2
"USA",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.321,0.2122,0.0655,0.2171,0.1484,0.0509,4,3,2
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.7591,0.3847,0.0861,0.0187,0.0194,0.0112,1745,899,218
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.6527,0.3032,0.061,0.0205,0.0182,0.0093,1547,713,164
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.7766,0.4018,0.0762,0.0343,0.0432,0.0168,331,160,31
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.636,0.2575,0.0288,0.0458,0.0372,0.0095,288,107,14
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.7801,0.3911,0.154,0.0921,0.0901,0.0775,31,16,4
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.6584,0.2995,0.0568,0.075,0.0703,0.0435,50,22,5
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,0.795,0.4116,0.0516,0.145,0.2576,0.1309,7,4,1
"UZB",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Male",,0.4252,0.0633,0,0.1625,0.058,0,7,2,0
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Female",,0.3177,0.152,0.0586,0.0267,0.0195,0.0117,689,261,80
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Urban","Male",,0.2389,0.1219,0.0407,0.0253,0.0196,0.0109,411,192,56
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Female",,0.1531,0.0365,0.0029,0.0288,0.0158,0.0039,188,26,1
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","Yes","Rural","Male",,0.0295,0.0017,0,0.0077,0.0017,0,39,2,0
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Female",,0.1438,0.0298,0.0017,0.0429,0.0241,0.0021,15,4,1
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Urban","Male",,0.1038,0.02,0,0.0296,0.0186,0,13,2,0
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Female",,0.0998,0,0,0.0581,0,0,5,0,0
"ZAF",2021,4,"Primary","PIRLS","Language & Location & Sex","No","Rural","Male",,0.0068,0,0,0.0118,0,0,1,0,0
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.9072,0.6226,0.2295,0.0178,0.0298,0.0208,727,527,194
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.9138,0.6667,0.2646,0.0213,0.0312,0.0289,576,420,181
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.9535,0.742,0.3508,0.0123,0.0298,0.0262,729,578,273
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.9678,0.8428,0.5036,0.0116,0.0262,0.0284,651,569,345
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.988,0.9212,0.6512,0.0069,0.0203,0.0292,609,574,415
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,1,0.8566,0.4172,0.0968,0.058,0.0888,0.0614,43,21,3
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,2,0.7883,0.6249,0.1896,0.1596,0.1783,0.1442,18,13,4
"ALB",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Rural",,1,0.95,0.525,0.175,,,,8,4,2
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.7282,0.4693,0.1967,0.0245,0.0264,0.0201,768,511,209
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.863,0.7075,0.3593,0.0136,0.0183,0.0248,1096,882,465
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.901,0.7562,0.459,0.01,0.019,0.0173,1667,1421,877
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.943,0.8239,0.5795,0.0083,0.0143,0.0178,1680,1497,1033
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.9568,0.8827,0.6826,0.0069,0.0109,0.018,1469,1369,1075
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,1,0.532,0.2247,0.0404,0.0636,0.0494,0.0254,44,19,4
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,2,0.7306,0.4093,0.1087,0.0714,0.0597,0.0576,45,24,4
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,3,0.7727,0.4807,0.1835,0.0701,0.0999,0.0668,38,21,8
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,4,0.7369,0.4616,0.1627,0.0846,0.0916,0.0537,28,18,6
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,5,0.6763,0.5672,0.2298,0.0683,0.0849,0.1466,16,13,4
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,1,0.5072,0.3024,0.0905,0.0586,0.0538,0.046,68,34,11
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,2,0.7805,0.5294,0.2168,0.0444,0.0721,0.0493,97,68,33
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,3,0.7929,0.5764,0.2658,0.0644,0.0529,0.062,124,83,51
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,4,0.7822,0.5786,0.3162,0.0536,0.055,0.0526,118,86,50
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,5,0.7986,0.6286,0.4419,0.0677,0.0742,0.0702,86,73,47
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Rural",,1,0.5005,0.1769,0.0227,0.187,0.1741,0.0732,5,1,1
"ARE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Rural",,3,0.5322,0.2393,0,0.1975,0.2642,0,3,2,0
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.913,0.5923,0.1596,0.013,0.0268,0.0263,836,553,164
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.9616,0.7735,0.3043,0.0081,0.0224,0.0255,691,557,211
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.9851,0.8605,0.4145,0.0047,0.0148,0.0212,953,839,428
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.9918,0.9308,0.6184,0.0067,0.0129,0.0295,699,654,441
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.9973,0.9717,0.7556,0.0023,0.0079,0.0237,794,775,608
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,1,0.8453,0.5877,0.1815,0.095,0.117,0.0925,22,16,4
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,2,0.9717,0.8502,0.3844,0.0459,0.0875,0.1218,32,25,12
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,3,0.9946,0.9219,0.4556,0.0089,0.0439,0.089,44,40,22
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,4,1,0.9209,0.6138,0,0.0746,0.1017,19,17,11
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,5,1,0.943,0.6375,0,0.0548,0.1769,13,12,10
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,1,0.8338,0.429,0.0616,0.0542,0.0739,0.0217,90,51,7
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,2,0.9599,0.6024,0.0971,0.0455,0.0789,0.0616,45,27,3
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,3,0.9545,0.6642,0.2412,0.0412,0.0976,0.0785,39,29,11
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,4,1,0.9652,0.2936,0,0.0566,0.1392,17,17,6
"AUT",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,5,0.9751,0.8861,0.5978,0.0539,0.0742,0.1213,19,16,9
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.6223,0.2999,0.0781,0.0279,0.0286,0.0165,588,310,76
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.6625,0.3246,0.0836,0.0258,0.0269,0.0172,441,241,72
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.714,0.3956,0.1047,0.0261,0.0285,0.0175,580,341,100
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.8008,0.5077,0.1616,0.0239,0.0315,0.0203,708,480,165
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.8521,0.6011,0.2316,0.025,0.0357,0.0281,687,505,195
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,1,0.3668,0.1014,0.0043,0.0853,0.0508,0.0142,35,8,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,2,0.389,0.0902,0.0085,0.0882,0.0691,0.0274,15,2,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,3,0.4698,0.0979,0.0072,0.0991,0.0769,0.0239,11,2,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,4,0.3705,0.1603,0.0125,0.147,0.1078,0.0265,10,5,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,5,0.5201,0.1011,0.0267,0.1782,0.1092,0.0348,8,1,1
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,1,0.2895,0.0754,0.0087,0.1178,0.069,0.0292,6,3,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,2,0.3654,0.0806,0.0077,0.1784,0.0783,0.0257,5,3,0
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,3,0.6094,0.1668,0.0311,0.1814,0.1149,0.0744,11,4,1
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,4,0.5983,0.3023,0.0757,0.1513,0.1496,0.0618,14,6,2
"AZE",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,5,0.6504,0.1655,0.0516,0.2676,0.1639,0.0862,7,2,0
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.8238,0.5467,0.1975,0.0286,0.0336,0.0234,593,402,145
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.9644,0.8183,0.4583,0.0102,0.0212,0.029,755,652,372
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.9795,0.8828,0.5918,0.0083,0.0162,0.0246,715,649,446
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.9898,0.946,0.7093,0.005,0.0107,0.0251,827,797,617
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.9904,0.9473,0.7537,0.0064,0.0117,0.021,716,692,560
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,1,0.8644,0.6473,0.3179,0.0865,0.1211,0.1246,29,23,9
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Rural",,2,1,0.8554,0.3446,0,0.3163,0.3294,6,6,2
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,1,0.7385,0.3902,0.1,0.0738,0.0634,0.0428,85,44,10
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,2,1,0.7003,0.1866,0,0.2206,0.2274,6,4,1
"BGR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,4,1,0.9264,0.6831,0,0.1054,0.238,8,7,5
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,1,0.5636,0.3018,0.0867,0.0234,0.0248,0.0152,465,247,64
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,2,0.6922,0.3838,0.1125,0.0199,0.0202,0.0133,615,336,96
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,3,0.7997,0.547,0.2306,0.0153,0.0301,0.0247,645,445,163
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,4,0.8343,0.6026,0.2981,0.0195,0.0285,0.0258,563,396,186
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","Yes","Urban",,5,0.9003,0.7327,0.4295,0.0126,0.0214,0.028,771,608,362
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,1,0.4278,0.1682,0.0364,0.0923,0.0875,0.0302,17,8,2
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,2,0.4691,0.1934,0.0355,0.0773,0.0675,0.041,22,10,1
"BHR",2021,4,"Primary","PIRLS","Language & Location & Wealth","No","Urban",,3,0.6412,0.3186,0.1028,0.0962,0.0959,0.0595,28,12,3
